serial_number,model,date,failure_probability,actual_failure_7d
ZJV0WFCZ,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2EQQB,ST12000NM0007,2020-06-30,0.19185968,0
ZJV0WF10,ST12000NM0007,2020-06-30,0.19185968,0
ZJV0Y5NQ,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2E4DP,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2E8QZ,ST12000NM0007,2020-06-30,0.19185968,0
ZJV10J4G,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2EG2Q,ST12000NM0007,2020-06-30,0.19185968,0
ZJV0WFHN,ST12000NM0007,2020-06-30,0.19185968,0
ZJV136LK,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2ETA1,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2ET4E,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2E13F,ST12000NM0007,2020-06-30,0.19185968,0
ZJV13736,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2ES1Q,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2EF6Z,ST12000NM0007,2020-06-30,0.19185968,0
ZJV11HBR,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2E1E1,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2FQNN,ST12000NM0007,2020-06-30,0.19185968,0
8HKM2NLH,HGST HUH721212ALN604,2020-06-30,0.19185968,0
ZJV2E958,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2FQMX,ST12000NM0007,2020-06-30,0.19185968,0
ZJV0Y5A8,ST12000NM0007,2020-06-30,0.19185968,0
ZJV1CGJS,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2E65W,ST12000NM0007,2020-06-30,0.19185968,0
AAG6P43H,HGST HUH721212ALN604,2020-06-30,0.19185968,0
ZJV0WBRW,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2FRWJ,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2EPTL,ST12000NM0007,2020-06-30,0.19185968,0
ZCH0EDJF,ST12000NM0007,2020-06-30,0.19185968,0
ZJV12QN7,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2FQZ8,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2ERHA,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2D9JT,ST12000NM0007,2020-06-30,0.19185968,0
ZJV2ERTJ,ST12000NM0007,2020-06-30,0.19185968,0
ZJV3ATJN,ST12000NM0007,2020-06-30,0.19183688,0
ZA15W2DQ,ST8000DM005,2020-06-30,0.19183052,0
ZA14KR85,ST8000NM0055,2020-06-30,0.19183052,0
ZA10PG5R,ST8000DM002,2020-06-30,0.19183052,0
ZA11H0FG,ST8000NM0055,2020-06-30,0.19183052,0
Z305B6HD,ST4000DM000,2020-06-30,0.19182026,0
Z305D4MA,ST4000DM000,2020-06-30,0.19182026,0
Z3059L0T,ST4000DM000,2020-06-30,0.19182026,0
Z305DV99,ST4000DM000,2020-06-30,0.19182026,0
Z304Z9GM,ST4000DM000,2020-06-30,0.19182026,0
Z305DGXC,ST4000DM000,2020-06-30,0.19182026,0
Z305173H,ST4000DM000,2020-06-30,0.19182026,0
Z305B71E,ST4000DM000,2020-06-30,0.19182026,0
Z305D357,ST4000DM000,2020-06-30,0.19182026,0
Z305618F,ST4000DM000,2020-06-30,0.19182026,0
Z305AK9C,ST4000DM000,2020-06-30,0.19182026,0
Z305D65X,ST4000DM000,2020-06-30,0.19182026,0
Z305D5AC,ST4000DM000,2020-06-30,0.19182026,0
Z3058X1H,ST4000DM000,2020-06-30,0.19182026,0
Z305B8KP,ST4000DM000,2020-06-30,0.19182026,0
Z304YB2L,ST4000DM000,2020-06-30,0.19182026,0
Z305BAWA,ST4000DM000,2020-06-30,0.19182026,0
Z3053H5E,ST4000DM000,2020-06-30,0.19182026,0
Z305B763,ST4000DM000,2020-06-30,0.19182026,0
Z305B6V4,ST4000DM000,2020-06-30,0.19182026,0
Z305C30M,ST4000DM000,2020-06-30,0.19182026,0
Z304WE40,ST4000DM000,2020-06-30,0.19182026,0
Z305B6J1,ST4000DM000,2020-06-30,0.19182026,0
Z305DVSB,ST4000DM000,2020-06-30,0.19182026,0
Z3051TPP,ST4000DM000,2020-06-30,0.19182026,0
Z305D4EH,ST4000DM000,2020-06-30,0.19182026,0
Z305D2SK,ST4000DM000,2020-06-30,0.19182026,0
Z305D6TV,ST4000DM000,2020-06-30,0.19182026,0
Z3059EMQ,ST4000DM000,2020-06-30,0.19182026,0
Z305BASG,ST4000DM000,2020-06-30,0.19182026,0
ZJV1CG3D,ST12000NM0007,2020-06-30,0.19177212,0
ZJV0WFX7,ST12000NM0007,2020-06-30,0.19177212,0
ZJV2ET2S,ST12000NM0007,2020-06-30,0.1917718,0
ZCH0BYCM,ST12000NM0007,2020-06-30,0.19175416,0
Z302FZAT,ST4000DM000,2020-06-30,0.1917527,0
ZA16P6H3,ST8000NM0055,2020-06-30,0.19171539,0
ZA16P69T,ST8000NM0055,2020-06-30,0.19171539,0
ZA16MPQ0,ST8000NM0055,2020-06-30,0.19171539,0
ZA16LSLP,ST8000NM0055,2020-06-30,0.19171539,0
ZA16VVWW,ST8000NM0055,2020-06-30,0.19171539,0
ZA16QTJD,ST8000NM0055,2020-06-30,0.19171539,0
ZA171SSA,ST8000NM0055,2020-06-30,0.19171539,0
ZA16TGWQ,ST8000NM0055,2020-06-30,0.19171539,0
ZJV3CAW6,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3D9HQ,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5H86H,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BYAY,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3D9M6,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5K0WF,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5G0WB,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CVEE,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CATS,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3D8YD,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CSGY,ST12000NM0007,2020-06-30,0.19171232,0
ZJV50165,ST12000NM0007,2020-06-30,0.19171232,0
ZJV475X4,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3D9MD,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CAHV,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BRVY,ST12000NM0007,2020-06-30,0.19171232,0
ZJV4K8CX,ST12000NM0007,2020-06-30,0.19171232,0
ZJV4QLX4,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CS71,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5LXEL,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3C5XM,ST12000NM0007,2020-06-30,0.19171232,0
ZJV45ZGK,ST12000NM0007,2020-06-30,0.19171232,0
ZJV39MN7,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3Z33M,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5H1YR,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5KAED,ST12000NM0007,2020-06-30,0.19171232,0
ZJV58ND8,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5HTC6,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CBY6,ST12000NM0007,2020-06-30,0.19171232,0
ZJV50R98,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5HWCV,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5LEF0,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BHDK,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CSA2,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3B842,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3A84K,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BJ0M,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5PQX2,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5EG0L,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BXF4,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BTZK,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CX8H,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3BLYA,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3ALSL,ST12000NM0007,2020-06-30,0.19171232,0
ZJV1KPDZ,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3C9EE,ST12000NM0007,2020-06-30,0.19171232,0
ZJV4TVZT,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CKRY,ST12000NM0007,2020-06-30,0.19171232,0
ZJV4QY7X,ST12000NM0007,2020-06-30,0.19171232,0
ZJV4KMNR,ST12000NM0007,2020-06-30,0.19171232,0
ZJV4KXYJ,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3L69T,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5GNH2,ST12000NM0007,2020-06-30,0.19171232,0
ZJV3CJ51,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5MG5J,ST12000NM0007,2020-06-30,0.19171232,0
ZJV5MER2,ST12000NM0007,2020-06-30,0.19171232,0
ZA16CLMA,ST8000NM0055,2020-06-30,0.19169882,0
ZA14EW27,ST8000NM0055,2020-06-30,0.19169882,0
ZLW0C6VV,ST12000NM001G,2020-06-30,0.1916913,0
ZLW0C73Y,ST12000NM001G,2020-06-30,0.1916913,0
ZLW02CLT,ST12000NM001G,2020-06-30,0.1916913,0
ZLW0C6K2,ST12000NM001G,2020-06-30,0.1916913,0
ZLW0C6QN,ST12000NM001G,2020-06-30,0.1916913,0
ZLW0C6ZN,ST12000NM001G,2020-06-30,0.1916913,0
ZLW0C770,ST12000NM001G,2020-06-30,0.1916913,0
ZLW0C749,ST12000NM001G,2020-06-30,0.1916913,0
ZA1332VC,ST8000DM002,2020-06-30,0.19167608,0
ZA189YC8,ST8000NM0055,2020-06-30,0.19167608,0
ZCH0CHKB,ST12000NM0007,2020-06-30,0.19160719,0
ZCH02HGF,ST12000NM0007,2020-06-30,0.19160719,0
ZCH0EALL,ST12000NM0007,2020-06-30,0.19160719,0
ZJV008VT,ST12000NM0007,2020-05-21,0.19153087,0
ZA133PYG,ST8000NM0055,2020-06-30,0.19150297,0
ZA13EWZN,ST8000NM0055,2020-06-30,0.19150297,0
ZA136CCZ,ST8000NM0055,2020-06-30,0.19150297,0
ZA137AC8,ST8000NM0055,2020-06-30,0.19150297,0
ZA13GZBK,ST8000NM0055,2020-06-30,0.19150297,0
ZA13GZDZ,ST8000NM0055,2020-06-30,0.19150297,0
ZA132FTL,ST8000NM0055,2020-06-30,0.19150297,0
ZA135HWV,ST8000NM0055,2020-06-30,0.19150297,0
ZA12XXJM,ST8000NM0055,2020-06-30,0.19150297,0
ZA139FXD,ST8000NM0055,2020-06-30,0.19150297,0
ZA12JTGN,ST8000NM0055,2020-06-30,0.19150297,0
ZA13GZ8G,ST8000NM0055,2020-06-30,0.19150297,0
ZA13EW9H,ST8000NM0055,2020-06-30,0.19150297,0
ZA13EW3S,ST8000NM0055,2020-06-30,0.19150297,0
ZA138YK5,ST8000NM0055,2020-06-30,0.19150297,0
ZA109ZJW,ST8000NM0055,2020-06-30,0.19150297,0
ZA13EWJC,ST8000NM0055,2020-06-30,0.19150297,0
ZA139FSS,ST8000NM0055,2020-06-30,0.19150297,0
ZA138KY5,ST8000NM0055,2020-06-30,0.19150297,0
ZA139GB0,ST8000NM0055,2020-06-30,0.19150297,0
ZA13304M,ST8000NM0055,2020-06-30,0.19150297,0
ZA136MFG,ST8000NM0055,2020-06-30,0.19150297,0
PL1331LAHD0LBH,HGST HMS5C4040BLE640,2020-06-30,0.19149253,0
PL1331LAHBGALH,HGST HMS5C4040BLE640,2020-06-30,0.19149253,0
Z305D5BT,ST4000DM000,2020-06-30,0.19149166,0
ZA15VZPM,ST8000NM0055,2020-06-30,0.19144973,0
ZJV00BRJ,ST12000NM0007,2020-06-30,0.19139364,0
ZHZ50M1B,ST12000NM0008,2020-06-30,0.19135739,0
ZJV2QVQL,ST12000NM0007,2020-06-30,0.19135739,0
ZA17Y4YT,ST8000NM0055,2020-06-30,0.19132838,0
ZA11DL85,ST8000DM002,2020-06-30,0.19132131,0
ZA174K3B,ST8000NM0055,2020-06-30,0.19132131,0
ZA11RB26,ST8000DM002,2020-06-30,0.19132131,0
ZA12YHJL,ST8000DM002,2020-06-30,0.19132131,0
ZA124ALP,ST8000DM002,2020-06-30,0.19132131,0
ZJV4RPZA,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5K8SW,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5LZLS,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5B97C,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5CRN5,ST12000NM0007,2020-06-30,0.19131047,0
ZJV3CK6Y,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5KNW3,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5967Z,ST12000NM0007,2020-06-30,0.19131047,0
ZJV4T7YG,ST12000NM0007,2020-06-30,0.19131047,0
ZJV4X5CG,ST12000NM0007,2020-06-30,0.19131047,0
ZJV4VNAF,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5MRMR,ST12000NM0007,2020-06-30,0.19131047,0
ZJV3CFPL,ST12000NM0007,2020-06-30,0.19131047,0
ZJV02E0X,ST12000NM0007,2020-06-30,0.19131047,0
ZJV4XE2D,ST12000NM0007,2020-06-30,0.19131047,0
ZJV5JAVN,ST12000NM0007,2020-06-30,0.19131047,0
3070A08ZF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A0Y6F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A0XSF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3070A0E0F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
10C0A0APF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
1080A05TF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
30C0A00FF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40X0A0LPF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
30C0A01BF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40X0A185F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
30C0A01EF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40X0A1AJF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3070A0QTF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3060A02YF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
1050A07WF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A0YNF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3070A0ACF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
20W0A015F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
10B0A01KF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
10B0A0KTF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
10B0A0T9F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3070A0W1F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40X0A0PZF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A0SQF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3070A0BEF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40X0A0MYF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A12AF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A0YLF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
3070A0PDF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
40P0A0JEF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19130796,0
ZHZ4MFCG,ST12000NM0008,2020-06-30,0.19127251,0
ZJ0008ZJ,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ0ZKQZ,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4XH2C,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4XLT6,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ3GE4P,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ3X6T6,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ3X5LW,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4L705,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4MLVP,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4KYXN,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4TVV4,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4L5P5,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4MLS6,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4YEZB,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4YF53,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4NQDA,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ44D3A,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ2SHNP,ST12000NM0008,2020-06-30,0.19127251,0
ZHZ4Q0D6,ST12000NM0008,2020-06-30,0.19127251,0
8HKG206H,HGST HUH721212ALN604,2020-06-30,0.19122033,0
8HK1UEXH,HGST HUH721212ALN604,2020-06-30,0.19122033,0
PL1331LAHBGDRH,HGST HMS5C4040BLE640,2020-06-30,0.19112045,0
PL1331LAHD32NH,HGST HMS5C4040BLE640,2020-06-30,0.19112045,0
78B0A00FF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.1911033,0
78B0A06AF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.1911033,0
Z305DGYZ,ST4000DM000,2020-06-30,0.1910755,0
ZL249KM6,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GEFC,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0DFVH,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G70P,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GECR,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GHC4,ST12000NM001G,2020-06-30,0.19106008,0
ZHZ6BZXS,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DBF,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DMZ,ST12000NM0008,2020-06-30,0.19106008,0
ZL005E20,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DY6,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DQY,ST12000NM0008,2020-06-30,0.19106008,0
ZL004RQQ,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0GPHC,ST12000NM001G,2020-06-30,0.19106008,0
ZL24K0YQ,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0EGBE,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0EGB9,ST12000NM001G,2020-06-30,0.19106008,0
ZL005K3H,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0GQ9R,ST12000NM001G,2020-06-30,0.19106008,0
ZL005BEL,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0G802,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G8L4,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0EGSW,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0CSL1,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0DQ40,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0EFJR,ST12000NM001G,2020-06-30,0.19106008,0
ZL0052BK,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DK7,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0EGKP,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G6BP,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G948,ST12000NM001G,2020-06-30,0.19106008,0
ZL005D21,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DAG,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0GHC6,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GQXK,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GH1C,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G7EV,ST12000NM001G,2020-06-30,0.19106008,0
ZL005BRH,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0G93T,ST12000NM001G,2020-06-30,0.19106008,0
ZL005DYA,ST12000NM0008,2020-06-30,0.19106008,0
ZL005DPA,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0GKFK,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GHVK,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GQ8L,ST12000NM001G,2020-06-30,0.19106008,0
ZL005547,ST12000NM0008,2020-06-30,0.19106008,0
ZL005BAE,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0GJFJ,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G82C,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G68K,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GEDL,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GQKB,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GK4M,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GQMP,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0GQX6,ST12000NM001G,2020-06-30,0.19106008,0
ZL005E56,ST12000NM0008,2020-06-30,0.19106008,0
ZLW0G6CC,ST12000NM001G,2020-06-30,0.19106008,0
ZLW0G6HV,ST12000NM001G,2020-06-30,0.19106008,0
ZCH06LKH,ST12000NM0007,2020-06-30,0.19104892,0
ZCH07WEE,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06KYK,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06J4Q,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06YX4,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06HZG,ST12000NM0007,2020-06-30,0.19104892,0
ZCH060Q2,ST12000NM0007,2020-06-30,0.19104892,0
ZCH0653K,ST12000NM0007,2020-06-30,0.19104892,0
ZCH0743Y,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06W50,ST12000NM0007,2020-06-30,0.19104892,0
ZCH07N8E,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06K3J,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06L0B,ST12000NM0007,2020-06-30,0.19104892,0
ZCH07XNF,ST12000NM0007,2020-06-30,0.19104892,0
ZCH07W3H,ST12000NM0007,2020-06-30,0.19104892,0
ZCH06MZL,ST12000NM0007,2020-06-30,0.19104892,0
ZCH0818Y,ST12000NM0007,2020-06-30,0.19104892,0
S300XAYD,ST4000DM000,2020-06-30,0.1910358,0
ZA172M52,ST8000DM005,2020-06-30,0.19102263,0
ZA11WZHS,ST8000DM002,2020-06-30,0.19102263,0
8CGZWX4E,HGST HUH721212ALN604,2020-06-30,0.19100931,0
2AGNJRYY,HGST HUH721212ALN604,2020-06-30,0.19100931,0
ZCH077R6,ST12000NM0007,2020-06-30,0.19093552,0
ZCH08BDE,ST12000NM0007,2020-06-30,0.19093552,0
ZCH077TC,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07HRW,ST12000NM0007,2020-06-30,0.19093552,0
ZCH078XN,ST12000NM0007,2020-06-30,0.19093552,0
ZCH06V1E,ST12000NM0007,2020-06-30,0.19093552,0
ZCH0707K,ST12000NM0007,2020-06-30,0.19093552,0
ZCH0710F,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07T3G,ST12000NM0007,2020-06-30,0.19093552,0
ZCH08BW3,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07ELF,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07JB1,ST12000NM0007,2020-06-30,0.19093552,0
ZCH05LKY,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07SZ8,ST12000NM0007,2020-06-30,0.19093552,0
ZCH06HTF,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07NT1,ST12000NM0007,2020-06-30,0.19093552,0
ZCH08BXR,ST12000NM0007,2020-06-30,0.19093552,0
ZCH06M8T,ST12000NM0007,2020-06-30,0.19093552,0
ZCH06F11,ST12000NM0007,2020-06-30,0.19093552,0
ZCH07Q7M,ST12000NM0007,2020-06-30,0.19093552,0
ZCH06H21,ST12000NM0007,2020-06-30,0.19093552,0
ZA10J211,ST8000NM0055,2020-06-30,0.19090948,0
ZA14EBVB,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DWRA,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DE32,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DT25,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DS70,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DWST,ST8000NM0055,2020-06-30,0.19090948,0
ZA16CYGX,ST8000NM0055,2020-06-30,0.19090948,0
ZA13W4MJ,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DTZ1,ST8000NM0055,2020-06-30,0.19090948,0
ZA14EY81,ST8000NM0055,2020-06-30,0.19090948,0
ZA14FV2Q,ST8000NM0055,2020-06-30,0.19090948,0
ZA14E7RJ,ST8000NM0055,2020-06-30,0.19090948,0
ZA14EWTH,ST8000NM0055,2020-06-30,0.19090948,0
ZA13LAKP,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DSEF,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DQJX,ST8000NM0055,2020-06-30,0.19090948,0
ZA14E382,ST8000NM0055,2020-06-30,0.19090948,0
ZA16C35A,ST8000NM0055,2020-06-30,0.19090948,0
ZA14EBSH,ST8000NM0055,2020-06-30,0.19090948,0
ZA10J21N,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DQA0,ST8000NM0055,2020-06-30,0.19090948,0
ZA14DCWN,ST8000NM0055,2020-06-30,0.19090948,0
ZA14EWT8,ST8000NM0055,2020-06-30,0.19090948,0
ZA14F2YA,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DST6,ST8000NM0055,2020-06-30,0.19090948,0
ZA14ES26,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DT2T,ST8000NM0055,2020-06-30,0.19090948,0
ZA14EVED,ST8000NM0055,2020-06-30,0.19090948,0
ZA16DQTS,ST8000NM0055,2020-06-30,0.19090948,0
PL1331LAHGSS6H,HGST HMS5C4040ALE640,2020-06-30,0.19086115,0
PL1331LAHEBY2H,HGST HMS5C4040ALE640,2020-06-30,0.19086115,0
PL1331LAHD0B1H,HGST HMS5C4040BLE640,2020-06-30,0.1908531,0
PL1331LAHD37LH,HGST HMS5C4040BLE640,2020-06-30,0.1908531,0
PL2331LAHAWLEJ,HGST HMS5C4040BLE640,2020-06-30,0.1908531,0
ZCH06GZM,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06CY3,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06JY4,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06CM2,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06J12,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06E9J,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06EWK,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07DGV,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07NJE,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07N98,ST12000NM0007,2020-06-30,0.19082159,0
ZCH04QM9,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06E4T,ST12000NM0007,2020-06-30,0.19082159,0
