serial_number,model,date,failure_probability,actual_failure_7d
ZCH072WQ,ST12000NM0007,2020-06-30,0.19082159,0
ZCH08B9L,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06M2Y,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06YP3,ST12000NM0007,2020-06-30,0.19082159,0
ZCH0702T,ST12000NM0007,2020-06-30,0.19082159,0
ZCH0782L,ST12000NM0007,2020-06-30,0.19082159,0
ZCH072QV,ST12000NM0007,2020-06-30,0.19082159,0
ZCH071SD,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06JWG,ST12000NM0007,2020-06-30,0.19082159,0
ZCH08BXA,ST12000NM0007,2020-06-30,0.19082159,0
ZCH073DN,ST12000NM0007,2020-06-30,0.19082159,0
ZCH068L4,ST12000NM0007,2020-06-30,0.19082159,0
ZCH077F1,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07S19,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07SP1,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06M1C,ST12000NM0007,2020-06-30,0.19082159,0
ZCH0728P,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06LKW,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06HMZ,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07259,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06CMX,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06TZJ,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07NPJ,ST12000NM0007,2020-06-30,0.19082159,0
ZCH06KZS,ST12000NM0007,2020-06-30,0.19082159,0
ZCH066FD,ST12000NM0007,2020-06-30,0.19082159,0
ZCH07Y05,ST12000NM0007,2020-06-30,0.19082159,0
ZCH070ME,ST12000NM0007,2020-06-30,0.19082159,0
ZCH0DT8C,ST12000NM0007,2020-06-30,0.19081849,0
Z305B6RJ,ST4000DM000,2020-06-30,0.19080888,0
Z305D5ZV,ST4000DM000,2020-06-30,0.19080888,0
Z3059KZV,ST4000DM000,2020-06-30,0.19080888,0
Z305B70K,ST4000DM000,2020-06-30,0.19080888,0
Z305D2SY,ST4000DM000,2020-06-30,0.19080888,0
PL2331LAGSSPBJ,HGST HMS5C4040ALE640,2020-06-30,0.19080888,0
Z305AFXN,ST4000DM000,2020-06-30,0.19080888,0
Z3059PFQ,ST4000DM000,2020-06-30,0.19080888,0
Z3059JNV,ST4000DM000,2020-06-30,0.19080888,0
Z305DHQ6,ST4000DM000,2020-06-30,0.19080888,0
Z305D66S,ST4000DM000,2020-06-30,0.19080888,0
Z305CT5W,ST4000DM000,2020-06-30,0.19080888,0
Z305DGJ8,ST4000DM000,2020-06-30,0.19080888,0
Z305BAR8,ST4000DM000,2020-06-30,0.19080888,0
Z305D3EZ,ST4000DM000,2020-06-30,0.19080888,0
Z3058TPC,ST4000DM000,2020-06-30,0.19080888,0
78B0A03WF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.1907851,0
Z305B6EN,ST4000DM000,2020-06-30,0.19077918,0
Z304HSWR,ST4000DM000,2020-06-30,0.19077918,0
Z304KCDC,ST4000DM000,2020-06-30,0.19077918,0
Z305AVW2,ST4000DM000,2020-06-30,0.19077918,0
Z304JDAL,ST4000DM000,2020-06-02,0.19077918,1
Z304L9NP,ST4000DM000,2020-06-30,0.19077918,0
Z304HSFW,ST4000DM000,2020-06-30,0.19077918,0
Z304HK8T,ST4000DM000,2020-06-30,0.19077918,0
Z304KCHL,ST4000DM000,2020-06-30,0.19077918,0
Z304L8DH,ST4000DM000,2020-06-30,0.19077918,0
Z305DF9Q,ST4000DM000,2020-06-30,0.19077918,0
Z305ASRB,ST4000DM000,2020-06-30,0.19077918,0
Z304HEWH,ST4000DM000,2020-06-30,0.19077918,0
Z3051C8R,ST4000DM000,2020-06-30,0.19077918,0
Z304HVC7,ST4000DM000,2020-06-30,0.19077918,0
Z304JPRE,ST4000DM000,2020-06-30,0.19077918,0
Z304GHFV,ST4000DM000,2020-06-30,0.19077918,0
Z304KCHY,ST4000DM000,2020-06-30,0.19077918,0
Z304KBP9,ST4000DM000,2020-06-30,0.19077918,0
Z305AKBL,ST4000DM000,2020-06-30,0.19077918,0
Z3040VKV,ST4000DM000,2020-06-30,0.19077918,0
Z304KCY9,ST4000DM000,2020-06-30,0.19077918,0
S301N9ZJ,ST4000DM000,2020-06-30,0.19077918,0
Z305AQLG,ST4000DM000,2020-06-30,0.19077918,0
Z304VV1H,ST4000DM000,2020-06-30,0.19077918,0
Z3059LHY,ST4000DM000,2020-06-30,0.19077918,0
Z3041NEX,ST4000DM000,2020-06-30,0.19077918,0
Z304KC7C,ST4000DM000,2020-06-30,0.19077918,0
S301GMGY,ST4000DM000,2020-06-30,0.19077918,0
Z304KC92,ST4000DM000,2020-06-30,0.19077918,0
Z304QL1A,ST4000DM000,2020-06-30,0.19077918,0
Z304HV9M,ST4000DM000,2020-06-30,0.19077918,0
Z305D4BE,ST4000DM000,2020-06-30,0.19077918,0
Z3059LND,ST4000DM000,2020-06-30,0.19077918,0
Z3040E13,ST4000DM000,2020-06-30,0.19077918,0
Z304JFKR,ST4000DM000,2020-06-30,0.19077918,0
Z304L8XM,ST4000DM000,2020-06-30,0.19077918,0
Z304KCAW,ST4000DM000,2020-06-30,0.19077918,0
Z304HSHQ,ST4000DM000,2020-06-30,0.19077918,0
Z304HTL9,ST4000DM000,2020-06-30,0.19077918,0
Z304HS8J,ST4000DM000,2020-06-30,0.19077918,0
Z304KBXL,ST4000DM000,2020-06-30,0.19077918,0
Z303XYFT,ST4000DM000,2020-06-30,0.19077918,0
Z304HT81,ST4000DM000,2020-06-30,0.19077918,0
Z304JBV1,ST4000DM000,2020-06-30,0.19077918,0
Z305ANWG,ST4000DM000,2020-06-30,0.19077918,0
Z305D4DV,ST4000DM000,2020-06-30,0.19077918,0
Z304KC1K,ST4000DM000,2020-06-30,0.19077918,0
Z304KCBT,ST4000DM000,2020-06-30,0.19077918,0
Z305BYNK,ST4000DM000,2020-06-30,0.19077918,0
Z305D5ZD,ST4000DM000,2020-06-30,0.19077918,0
Z304KCDY,ST4000DM000,2020-06-30,0.19077918,0
S301N6TJ,ST4000DM000,2020-06-30,0.19077918,0
Z304RLVC,ST4000DM000,2020-06-30,0.19077918,0
Z304LANY,ST4000DM000,2020-06-30,0.19077918,0
Z304KCE3,ST4000DM000,2020-06-30,0.19077918,0
Z303XYNH,ST4000DM000,2020-06-30,0.19077918,0
Z305DNXR,ST4000DM000,2020-06-30,0.19077918,0
Z304KCSH,ST4000DM000,2020-06-30,0.19077918,0
Z304L8S5,ST4000DM000,2020-06-30,0.19077918,0
Z304TKE7,ST4000DM000,2020-06-30,0.19077918,0
Z3059ME4,ST4000DM000,2020-06-30,0.19077918,0
Z303XYQV,ST4000DM000,2020-06-30,0.19077918,0
Z304KC12,ST4000DM000,2020-06-30,0.19077918,0
Z304HKPZ,ST4000DM000,2020-06-30,0.19077918,0
Z304TXLV,ST4000DM000,2020-06-30,0.19077918,0
S301GP51,ST4000DM000,2020-06-30,0.19077918,0
S301GNDT,ST4000DM000,2020-06-30,0.19077918,0
Z305D4LM,ST4000DM000,2020-06-30,0.19077918,0
Z305AR2W,ST4000DM000,2020-06-30,0.19077918,0
Z304THEM,ST4000DM000,2020-06-30,0.19077918,0
Z304HKEG,ST4000DM000,2020-06-30,0.19077918,0
Z305AKRS,ST4000DM000,2020-06-30,0.19077918,0
Z305C9TN,ST4000DM000,2020-06-30,0.19077918,0
Z304JGDS,ST4000DM000,2020-06-30,0.19077918,0
Z304HT2W,ST4000DM000,2020-06-30,0.19077918,0
Z304L94S,ST4000DM000,2020-06-30,0.19077918,0
Z304L844,ST4000DM000,2020-06-30,0.19077918,0
Z304HS82,ST4000DM000,2020-06-30,0.19077918,0
Z304LB91,ST4000DM000,2020-06-30,0.19077918,0
Z304JZ9K,ST4000DM000,2020-06-30,0.19077918,0
Z3058CWC,ST4000DM000,2020-06-30,0.19077918,0
Z304JGWY,ST4000DM000,2020-06-30,0.19077918,0
Z304HTV7,ST4000DM000,2020-06-30,0.19077918,0
Z304L988,ST4000DM000,2020-06-30,0.19077918,0
Z304KCF6,ST4000DM000,2020-06-30,0.19077918,0
Z304L99C,ST4000DM000,2020-06-30,0.19077918,0
Z304L9N0,ST4000DM000,2020-06-30,0.19077918,0
Z304KBZ4,ST4000DM000,2020-06-30,0.19077918,0
Z304LB3A,ST4000DM000,2020-06-30,0.19077918,0
Z304HKKC,ST4000DM000,2020-06-30,0.19077918,0
40P0A01XF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A03PF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A1BCF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A193F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A020F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0LGF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A07BF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0LYF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A10DF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A08AF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0LDF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A0ECF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A13JF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A0CZF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A068F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0Y7F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A1R7F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A11ZF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A117F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A01MF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0PEF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A114F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0VWF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A01WF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0ZPF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0YKF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0HWF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A09SF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0RMF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A01QF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A1CMF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0P7F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0UZF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A1ADF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20W0A0LRF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0V0F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A1PYF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A15FF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0YSF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A1DQF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0WPF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A11YF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20W0A0KEF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A021F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A0CPF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0LZF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A096F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A11WF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A16XF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0QYF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A0G4F97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A14JF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A00XF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A1BJF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0WFF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A09DF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
20H0A02NF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40P0A0TYF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
40X0A1CRF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.19077079,0
ZCH028CT,ST12000NM0007,2020-06-30,0.19076261,0
ZCH0CDKT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09NFW,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B0MG,ST12000NM0007,2020-06-30,0.19075926,0
ZCH094ML,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CHZ6,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00B8A,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00B7R,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00BZY,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D4DG,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D48B,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09G2T,ST12000NM0007,2020-06-30,0.19075926,0
ZJV008C7,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D2N9,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CXHQ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AF29,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BT9T,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0958Q,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BES2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C5V5,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CD4P,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CCK4,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A178,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CK2P,ST12000NM0007,2020-06-30,0.19075926,0
ZCH08XY2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AZSL,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C68A,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BXWD,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BJL6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09F19,ST12000NM0007,2020-06-30,0.19075926,0
ZCH042FF,ST12000NM0007,2020-06-30,0.19075926,0
ZJV007LK,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09MDQ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BTAC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CD4K,ST12000NM0007,2020-06-30,0.19075926,0
ZCH095AS,ST12000NM0007,2020-06-30,0.19075926,0
ZCH065KC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJJ9,ST12000NM0007,2020-06-20,0.19075926,0
ZCH0D02A,ST12000NM0007,2020-06-30,0.19075926,0
ZCH06W67,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A1LH,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CHTT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CC9T,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CHTH,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AVDQ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C74N,ST12000NM0007,2020-06-30,0.19075926,0
ZCH08PHS,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00BR3,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09MB7,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BKZN,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CCZX,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CEZ6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJB1,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B1N0,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C013,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C5Z8,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09P02,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AHQA,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BWJQ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09J78,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CF1F,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00BE5,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CC7J,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09HN0,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C6YG,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJAG,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1LG,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D47A,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJ0Y,ST12000NM0007,2020-06-30,0.19075926,0
ZJV008PS,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BN6F,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BENC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AM9M,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C5HL,ST12000NM0007,2020-06-30,0.19075926,0
ZJV007ME,ST12000NM0007,2020-06-30,0.19075926,0
ZJV0081L,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00P1R,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C7V2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJGT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C5ME,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1B5,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CDL1,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B7FA,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00HEA,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A2BM,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CZXA,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00P3G,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CK7B,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CL7C,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B7V6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AZQT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH07773,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BYLR,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CDPZ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AEAX,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CENJ,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00H3L,ST12000NM0007,2020-06-30,0.19075926,0
ZCH095R9,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C0FT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AEXX,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJSS,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00H1L,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D38H,ST12000NM0007,2020-06-30,0.19075926,0
ZCH08YA2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH08A7D,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00ENK,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJ71,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D22B,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJQF,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CCX8,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJ8J,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D28V,ST12000NM0007,2020-06-30,0.19075926,0
ZCH092HQ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C8PY,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00ADR,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CH5N,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C5V2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CKCD,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CDVE,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B9VA,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A8T2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CE3R,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B0DZ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CK1A,ST12000NM0007,2020-06-30,0.19075926,0
ZCH060JX,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C7M9,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00GAX,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CD19,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJVT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09SE9,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BSZ1,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D28Q,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D37B,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09NGS,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CDKH,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09F30,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CE4Q,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1C8,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CBWB,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C1H2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0AD7X,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BDC1,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00F6X,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B3JC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D3YA,ST12000NM0007,2020-06-30,0.19075926,0
ZCH08W52,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00B2V,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CE92,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09GT0,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CCCD,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09HZB,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D3Y6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH086LQ,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00B33,ST12000NM0007,2020-06-30,0.19075926,0
ZCH099LC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09HE6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BCTE,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C8RQ,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00AP6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B29C,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BZSS,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BCN4,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D3CQ,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00897,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00NQ3,ST12000NM0007,2020-06-30,0.19075926,0
ZCH08CZ9,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1YY,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D14T,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BXMA,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CDYR,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09VTR,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BWA6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CC32,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1NX,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B4C7,ST12000NM0007,2020-06-30,0.19075926,0
ZCH096GP,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D14W,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09K4S,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CCEY,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A7V2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C6YC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A3HH,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0A2WP,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C1N3,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00H0K,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00H04,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00A4V,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D2SS,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0945T,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D3X4,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BPE0,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CJ3B,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D4NT,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0B4LE,ST12000NM0007,2020-06-30,0.19075926,0
ZCH09DYM,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1CT,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00CQ0,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00HBC,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CDS4,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D3RK,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CKF6,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D2TS,ST12000NM0007,2020-06-30,0.19075926,0
ZCH05D0V,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CHF2,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BA9F,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0BW2F,ST12000NM0007,2020-06-30,0.19075926,0
ZJV00AWJ,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0C822,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D1YK,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CD5D,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0D4TV,ST12000NM0007,2020-06-30,0.19075926,0
ZJV007T9,ST12000NM0007,2020-06-30,0.19075926,0
ZCH0CKDH,ST12000NM0007,2020-06-30,0.19075926,0
ZJV006B3,ST12000NM0007,2020-06-30,0.19075926,0
